0	5.18044
1	5.18067
2	5.17862
3	5.16807
4	5.16723
5	5.16945
6	5.16965
7	5.16986
8	5.16937
9	5.16752
10	5.16712
11	5.16743
12	5.16696
13	5.16644
14	5.17058
15	5.17086
16	5.17155
17	5.1769
18	5.17825
19	5.17935
20	5.18087
21	5.17986
22	5.18061
23	5.1813
24	5.18799
25	5.18557
26	5.21381
27	5.21374
28	5.15972
29	5.16451
30	5.16342
31	5.16505
32	5.16947
33	5.17051
34	5.17304
35	5.17163
36	5.17861
37	5.17868
38	5.17868
39	5.22646
40	5.22731
41	5.22755
42	5.22776
43	5.22786
44	5.23618
45	5.23644
46	5.23684
47	5.23571
48	5.24195
49	5.24305
50	5.24245
51	5.16073
52	5.15968
53	5.15953
54	5.15886
55	5.1578
56	5.15804
57	5.15812
58	5.16108
59	5.16291
60	5.1617
61	5.16108
62	5.16191
63	5.16518
64	5.16394
65	5.16665
66	5.16615
67	5.16572
68	5.1633
69	5.16149
70	5.16252
71	5.16232
72	5.16205
73	5.1694
74	5.17084
75	5.17016
76	5.16261
77	5.16212
78	5.16321
79	5.16295
80	5.16248
81	5.16068
82	5.16063
83	5.04038
84	5.0418
85	5.04203
86	5.04267
87	5.04108
88	5.03591
89	5.03738
90	5.03789
91	5.03836
92	5.03848
93	5.03595
94	5.03293
95	5.04315
96	5.04275
97	5.04081
98	5.02938
99	5.05863
100	5.05876
101	5.05925
102	5.05964
103	5.06033
104	5.06503
105	5.0667
106	5.06743
107	5.06536
108	5.06549
109	5.06526
110	5.06557
111	5.06532
112	5.06323
113	5.06349
114	5.06374
115	5.06228
116	5.0614
117	5.04657
118	5.05032
119	5.04946
120	5.05286
121	5.05361
122	5.05363
123	5.0549
124	5.05463
125	5.05436
126	5.05351
127	5.05412
128	5.0538
129	5.05701
130	5.05688
131	5.0612
132	5.06193
133	5.0634
134	5.063
135	5.06248
136	5.06367
137	5.07095
138	5.06998
139	5.07076
140	5.07281
141	5.06124
142	5.0608
143	5.06208
144	5.0627
145	5.06187
146	5.06136
147	5.08399
148	5.08397
149	5.08244
150	5.08527
151	5.08511
152	5.07892
153	5.06947
154	5.07067
155	5.07078
156	5.0705
157	5.07967
158	5.08019
159	5.07964
160	5.07866
161	5.08619
162	5.08511
163	5.08483
164	5.08524
165	5.08534
166	5.08485
167	5.08446
168	5.08467
