0.641572	0.0309929
0.937829	0.869842
0.862286	0.0690273
0.858937	0.321551
0.235488	0.429053
0.926375	0.0753648
0.831748	0.349668
0.0748623	0.0249418
0.127184	0.15343
0.200531	0.413851
0.568386	0.440756
0.573566	0.039717
0.0353901	0.163808
0.942622	0.877156
0.410104	0.918831
0.568729	0.0176294
0.53162	0.367088
0.238757	0.0462148
0.401128	0.930292
0.215799	0.0551931
0.716151	0.0278413
0.162947	0.585165
0.81167	0.32149
0.229066	0.0684704
0.74717	0.853792
0.893167	0.358425
0.663783	0.359853
0.909631	0.611185
0.106352	0.155098
0.631885	0.89936
0.398631	0.904886
0.575129	0.0207618
0.627608	0.541727
0.698681	0.986565
0.74754	0.849035
0.0697482	0.111853
0.969043	0.622565
0.684795	0.978791
0.892946	0.358326
0.244007	0.0582099
0.930673	0.0912836
0.255313	0.999419
0.405877	0.991052
0.264916	0.186527
0.407077	0.909279
0.219475	0.355518
0.057346	0.141897
0.426639	0.894937
0.0681998	0.109733
0.575044	0.4452
0.126974	0.14556
0.195486	0.891886
0.888015	0.358696
0.187872	0.471346
0.812924	0.320583
0.878878	0.387969
0.593088	0.0613473
0.647569	0.782998
0.910436	0.602643
0.503286	0.507869
0.352263	0.693963
0.687443	0.988094
0.655752	0.358137
0.424151	0.905653
0.686936	0.979031
0.514008	0.511698
0.725178	0.0838382
0.679463	0.977771
0.0606164	0.141596
0.0708398	0.108734
0.202631	0.392569
0.236332	0.436372
0.0551172	0.148738
0.58874	0.230055
0.0672324	0.0185873
0.983946	0.864226
0.661203	0.362806
0.0575144	0.147613
0.26514	0.638318
0.965579	0.620049
0.631676	0.53809
0.574708	0.435364
0.0358021	0.157809
0.504354	0.503631
0.322712	0.972735
0.624949	0.0216132
0.913059	0.605191
0.853018	0.0956365
0.226431	0.354183
0.21693	0.96666
0.208714	0.394637
0.568068	0.0335283
0.0348247	0.160696
0.157595	0.57886
1.00108	0.670324
0.807393	0.818122
0.122279	0.147106
0.239027	0.0734029
0.119759	0.14741
0.322367	0.976616
0.688412	0.971911
0.846211	0.964809
0.280099	0.110453
0.694694	0.982622
0.269299	0.18821
0.645728	0.780239
0.15991	0.574886
0.514374	0.515352
0.810204	0.330716
0.714452	0.315084
0.107287	0.147404
0.235266	0.0501615
0.680365	0.976442
0.112262	0.145434
0.234291	0.297146
0.423094	0.902985
0.580587	0.434312
0.996741	0.670094
0.553216	0.765631
0.410238	0.916157
0.680054	0.97776
0.803861	0.697114
0.684051	0.983006
0.859721	0.0713923
0.0314432	0.165437
0.92966	0.0781698
0.79311	0.699201
0.23374	0.296254
0.965722	0.624549
0.895492	0.352122
0.403962	0.91025
0.875788	0.311684
0.419546	0.290211
0.813632	0.261858
0.691133	0.98253
0.97272	0.623898
0.638238	0.0302591
0.575379	0.44341
0.859166	0.0662847
0.641278	0.0351704
0.560079	0.0232154
0.816896	0.330193
0.229012	0.353965
0.620371	0.535496
0.07739	0.0209697
