0	0	2.23172
0	1	3.29584
0	2	5.356
0	3	1.82929
0	4	2.24804
0	5	4.25409
0	6	3.98195
0	7	5.03856
0	8	3.44095
0	9	3.79421
1	0	2.23172
1	1	3.29584
1	2	5.356
1	3	1.82929
1	4	2.24272
1	5	4.25409
1	6	3.98195
1	7	5.03856
1	8	3.44095
1	9	3.79421
2	0	2.23172
2	1	3.35576
2	2	5.356
2	3	1.82929
2	4	2.24272
2	5	4.25409
2	6	3.98195
2	7	5.03856
2	8	3.44095
2	9	3.79421
3	0	2.12129
3	1	3.35576
3	2	5.356
3	3	1.82929
3	4	2.24272
3	5	4.25409
3	6	3.98195
3	7	5.03856
3	8	3.44095
3	9	3.79421
4	0	2.12129
4	1	3.35576
4	2	5.356
4	3	1.82356
4	4	2.24272
4	5	4.25409
4	6	3.98195
4	7	5.03856
4	8	3.44095
4	9	3.79421
5	0	2.12129
5	1	3.35576
5	2	5.356
5	3	1.82356
5	4	2.24272
5	5	4.25409
5	6	3.98195
5	7	5.03856
5	8	3.44095
5	9	3.7685
6	0	2.12129
6	1	3.35576
6	2	5.356
6	3	1.82356
6	4	2.24272
6	5	4.25409
6	6	3.98195
6	7	5.03856
6	8	3.43547
6	9	3.7685
7	0	2.12129
7	1	3.35576
7	2	5.356
7	3	1.84785
7	4	2.24272
7	5	4.25409
7	6	3.98195
7	7	5.03856
7	8	3.43547
7	9	3.7685
8	0	2.12129
8	1	3.35576
8	2	5.356
8	3	1.84785
8	4	2.24272
8	5	4.25409
8	6	3.98195
8	7	5.03856
8	8	3.43547
8	9	3.76915
9	0	2.12129
9	1	3.35576
9	2	5.356
9	3	1.84898
9	4	2.24272
9	5	4.25409
9	6	3.98195
9	7	5.03856
9	8	3.43547
9	9	3.76915
10	0	2.12129
10	1	3.35576
10	2	5.356
10	3	1.84898
10	4	2.24272
10	5	4.25409
10	6	3.99081
10	7	5.03856
10	8	3.43547
10	9	3.76915
11	0	2.12129
11	1	3.35576
11	2	5.356
11	3	1.84898
11	4	2.24272
11	5	4.25679
11	6	3.99081
11	7	5.03856
11	8	3.43547
11	9	3.76915
12	0	2.12129
12	1	3.35576
12	2	5.36345
12	3	1.84898
12	4	2.24272
12	5	4.25679
12	6	3.99081
12	7	5.03856
12	8	3.43547
12	9	3.76915
13	0	2.12129
13	1	3.35576
13	2	5.36345
13	3	1.84898
13	4	2.24272
13	5	4.25679
13	6	3.99081
13	7	5.03856
13	8	3.43547
13	9	3.77736
14	0	2.12129
14	1	3.35576
14	2	5.36345
14	3	1.84898
14	4	2.24272
14	5	4.25679
14	6	3.99081
14	7	5.03856
14	8	3.43714
14	9	3.77736
15	0	2.12129
15	1	3.35576
15	2	5.36345
15	3	1.84898
15	4	2.24272
15	5	4.25679
15	6	3.99081
15	7	5.04503
15	8	3.43714
15	9	3.77736
16	0	2.12129
16	1	3.35576
16	2	5.36345
16	3	1.84898
16	4	2.24272
16	5	4.25923
16	6	3.99081
16	7	5.04503
16	8	3.43714
16	9	3.77736
17	0	2.12129
17	1	3.35576
17	2	5.36345
17	3	1.86452
17	4	2.24272
17	5	4.25923
17	6	3.99081
17	7	5.04503
17	8	3.43714
17	9	3.77736
18	0	2.12129
18	1	3.35576
18	2	5.36345
18	3	1.86452
18	4	2.24272
18	5	4.25923
18	6	3.98259
18	7	5.04503
18	8	3.43714
18	9	3.77736
19	0	2.12129
19	1	3.28543
19	2	5.36345
19	3	1.86452
19	4	2.24272
19	5	4.25923
19	6	3.98259
19	7	5.04503
19	8	3.43714
19	9	3.77736
20	0	2.12129
20	1	3.28543
20	2	5.36345
20	3	1.86452
20	4	2.24272
20	5	4.25923
20	6	3.98259
20	7	5.04503
20	8	3.44991
20	9	3.77736
21	0	2.12129
21	1	3.28543
21	2	5.36345
21	3	1.86452
21	4	2.25578
21	5	4.25923
21	6	3.98259
21	7	5.04503
21	8	3.44991
21	9	3.77736
22	0	2.12129
22	1	3.28543
22	2	5.36345
22	3	1.86158
22	4	2.25578
22	5	4.25923
22	6	3.98259
22	7	5.04503
22	8	3.44991
22	9	3.77736
23	0	2.12129
23	1	3.28543
