0	0	3.06118
0	1	3.20343
0	2	5.12008
1	0	3.06118
1	1	3.20343
1	2	5.12474
2	0	3.06118
2	1	3.20343
2	2	5.12628
3	0	3.06482
3	1	3.20343
3	2	5.12628
4	0	3.06497
4	1	3.20343
4	2	5.12628
5	0	3.06021
5	1	3.20343
5	2	5.12628
6	0	3.06021
6	1	3.20343
6	2	5.12528
7	0	3.06021
7	1	3.20294
7	2	5.12528
8	0	3.06021
8	1	3.20769
8	2	5.12528
9	0	3.06021
9	1	3.20773
9	2	5.12528
10	0	3.06021
10	1	3.2051
10	2	5.12528
11	0	3.06021
11	1	3.2051
11	2	5.12582
12	0	3.06021
12	1	3.2051
12	2	5.12599
13	0	3.07331
13	1	3.2051
13	2	5.12599
14	0	3.07331
14	1	3.2051
14	2	5.12328
15	0	3.07331
15	1	3.2051
15	2	5.13023
16	0	3.07331
16	1	3.20934
16	2	5.13023
17	0	3.07331
17	1	3.20934
17	2	5.14914
18	0	3.07331
18	1	3.20934
18	2	5.14986
19	0	3.07813
19	1	3.20934
19	2	5.14986
20	0	3.07813
20	1	3.21387
20	2	5.14986
21	0	3.07815
21	1	3.21387
21	2	5.14986
22	0	3.07815
22	1	3.21387
22	2	5.15095
23	0	3.04147
23	1	3.21387
23	2	5.15095
24	0	3.04147
24	1	3.22357
24	2	5.15095
25	0	3.04147
25	1	3.22357
25	2	5.12118
26	0	3.04147
26	1	3.21743
26	2	5.12118
27	0	3.04147
27	1	3.24092
27	2	5.12118
28	0	3.03937
28	1	3.24092
28	2	5.12118
29	0	3.03937
29	1	3.24092
29	2	5.09094
30	0	3.03937
30	1	3.24069
30	2	5.09094
31	0	3.03937
31	1	3.24115
31	2	5.09094
32	0	3.03937
32	1	3.24115
32	2	5.0939
33	0	3.03937
33	1	3.24115
33	2	5.08887
34	0	3.03761
34	1	3.24115
34	2	5.08887
35	0	3.03761
35	1	3.28381
35	2	5.08887
36	0	3.03761
36	1	3.28381
36	2	5.10254
37	0	3.03761
37	1	3.28381
37	2	5.10994
38	0	3.03761
38	1	3.27755
38	2	5.10994
39	0	3.03761
39	1	3.27708
39	2	5.10994
40	0	3.03761
40	1	3.27691
40	2	5.10994
41	0	3.03761
41	1	3.27691
41	2	5.1086
42	0	3.03761
42	1	3.28096
42	2	5.1086
43	0	3.03849
43	1	3.28096
43	2	5.1086
44	0	3.03849
44	1	3.37047
44	2	5.1086
45	0	3.03849
45	1	3.37047
45	2	5.1079
46	0	3.03008
46	1	3.37047
46	2	5.1079
47	0	3.03008
47	1	3.37047
47	2	5.0831
48	0	3.03008
48	1	3.37047
48	2	5.08037
49	0	3.03008
49	1	3.36833
49	2	5.08037
50	0	3.03008
50	1	3.36833
50	2	5.07422
51	0	3.03008
51	1	3.36833
51	2	5.07157
52	0	2.96965
52	1	3.36833
52	2	5.07157
53	0	2.98321
53	1	3.36833
53	2	5.07157
54	0	2.9851
54	1	3.36833
54	2	5.07157
55	0	2.98185
55	1	3.36833
55	2	5.07157
56	0	2.99028
56	1	3.36833
56	2	5.07157
57	0	2.99184
57	1	3.36833
57	2	5.07157
58	0	2.99524
58	1	3.36833
58	2	5.07157
59	0	2.99524
59	1	3.34431
59	2	5.07157
60	0	2.99524
60	1	3.34431
60	2	5.07449
61	0	2.99262
61	1	3.34431
61	2	5.07449
62	0	2.99262
62	1	3.34431
62	2	5.07326
63	0	2.98794
63	1	3.34431
63	2	5.07326
64	0	2.98794
64	1	3.34249
64	2	5.07326
65	0	2.98794
65	1	3.34249
65	2	5.0707
66	0	2.98794
66	1	3.34249
66	2	5.04367
67	0	2.98794
67	1	3.34249
67	2	5.04186
68	0	2.98794
68	1	3.34249
68	2	5.04115
69	0	2.98794
69	1	3.33745
69	2	5.04115
70	0	2.98794
70	1	3.33745
70	2	5.03507
71	0	2.98794
71	1	3.34915
71	2	5.03507
72	0	2.98794
72	1	3.3516
72	2	5.03507
73	0	2.95999
73	1	3.3516
73	2	5.03507
74	0	2.96099
74	1	3.3516
74	2	5.03507
75	0	2.95722
75	1	3.3516
75	2	5.03507
76	0	2.9389
76	1	3.3516
76	2	5.03507
77	0	2.93685
77	1	3.3516
77	2	5.03507
78	0	2.94204
78	1	3.3516
78	2	5.03507
79	0	2.94204
79	1	3.35658
79	2	5.03507
80	0	2.94204
80	1	3.35658
80	2	5.03482
81	0	2.94204
81	1	3.35658
81	2	5.03533
82	0	2.93999
82	1	3.35658
82	2	5.03533
83	0	2.93999
83	1	3.35658
83	2	5.00466
84	0	2.93999
84	1	3.35561
84	2	5.00466
85	0	2.93999
85	1	3.35748
85	2	5.00466
86	0	2.94218
86	1	3.35748
86	2	5.00466
87	0	2.94218
87	1	3.35748
87	2	5.00242
88	0	2.94474
88	1	3.35748
88	2	5.00242
89	0	2.94474
89	1	3.37344
89	2	5.00242
90	0	2.94474
90	1	3.37298
90	2	5.00242
91	0	2.93848
91	1	3.37298
91	2	5.00242
92	0	2.93848
92	1	3.37298
92	2	4.99907
93	0	2.93848
93	1	3.37298
93	2	4.98951
94	0	2.93848
94	1	3.37298
94	2	4.98996
95	0	2.93475
95	1	3.37298
95	2	4.98996
96	0	2.93475
96	1	3.36997
96	2	4.98996
97	0	2.93475
97	1	3.36997
97	2	5.00467
98	0	2.93475
98	1	3.36997
98	2	5.00479
99	0	2.93475
99	1	3.36997
99	2	5.01091
100	0	2.93475
100	1	3.34959
100	2	5.01091
101	0	2.93404
101	1	3.34959
101	2	5.01091
102	0	2.93404
102	1	3.35663
102	2	5.01091
103	0	2.93786
103	1	3.35663
103	2	5.01091
104	0	2.93786
104	1	3.35907
104	2	5.01091
105	0	2.93786
105	1	3.35907
105	2	5.00939
106	0	2.93786
106	1	3.3667
106	2	5.00939
107	0	2.93786
107	1	3.36031
107	2	5.00939
108	0	2.94847
108	1	3.36031
108	2	5.00939
109	0	2.94847
109	1	3.34421
109	2	5.00939
110	0	2.94847
110	1	3.33675
110	2	5.00939
111	0	2.94847
111	1	3.34154
111	2	5.00939
112	0	2.94847
112	1	3.34154
112	2	5.01286
113	0	2.94847
113	1	3.34154
113	2	5.01447
114	0	2.94847
114	1	3.39409
114	2	5.01447
115	0	2.94725
115	1	3.39409
