0	0	6.72287
0	1	4.63229
0	2	2.18564
0	3	2.30307
0	4	4.03734
1	0	6.72287
1	1	4.63229
1	2	2.16389
1	3	2.30307
1	4	4.03734
2	0	6.72287
2	1	4.60552
2	2	2.16389
2	3	2.30307
2	4	4.03734
3	0	6.72287
3	1	4.60552
3	2	2.14705
3	3	2.30307
3	4	4.03734
4	0	6.71628
4	1	4.60552
4	2	2.14705
4	3	2.30307
4	4	4.03734
5	0	6.71628
5	1	4.60552
5	2	2.14705
5	3	2.3014
5	4	4.03734
6	0	6.71628
6	1	4.60552
6	2	2.15526
6	3	2.3014
6	4	4.03734
7	0	6.71628
7	1	4.60829
7	2	2.15526
7	3	2.3014
7	4	4.03734
8	0	6.71628
8	1	4.60829
8	2	2.15526
8	3	2.30138
8	4	4.03734
9	0	6.71628
9	1	4.60829
9	2	2.15526
9	3	2.30653
9	4	4.03734
10	0	6.71628
10	1	4.60829
10	2	2.15526
10	3	2.30653
10	4	4.0314
11	0	6.71628
11	1	4.60829
11	2	2.15526
11	3	2.29876
11	4	4.0314
12	0	6.71628
12	1	4.60829
12	2	2.1499
12	3	2.29876
12	4	4.0314
13	0	6.71628
13	1	4.62271
13	2	2.1499
13	3	2.29876
13	4	4.0314
14	0	6.71628
14	1	4.62271
14	2	2.13806
14	3	2.29876
14	4	4.0314
15	0	6.71628
15	1	4.62271
15	2	2.13806
15	3	2.29215
15	4	4.0314
16	0	6.71628
16	1	4.62271
16	2	2.13806
16	3	2.29215
16	4	4.03133
17	0	6.71628
17	1	4.62271
17	2	2.13806
17	3	2.29361
17	4	4.03133
18	0	6.70897
18	1	4.62271
18	2	2.13806
18	3	2.29361
18	4	4.03133
19	0	6.70897
19	1	4.62271
19	2	2.13403
19	3	2.29361
19	4	4.03133
20	0	6.70897
20	1	4.62271
20	2	2.13403
20	3	2.31297
20	4	4.03133
21	0	6.70897
21	1	4.62271
21	2	2.14263
21	3	2.31297
21	4	4.03133
22	0	6.70897
22	1	4.62271
22	2	2.14263
22	3	2.30327
22	4	4.03133
23	0	6.70897
23	1	4.62271
23	2	2.13965
23	3	2.30327
23	4	4.03133
24	0	6.70897
24	1	4.62271
24	2	2.13965
24	3	2.30327
24	4	4.04102
25	0	6.70897
25	1	4.62271
25	2	2.13965
25	3	2.31426
25	4	4.04102
26	0	6.70897
26	1	4.6233
26	2	2.13965
26	3	2.31426
26	4	4.04102
27	0	6.70632
27	1	4.6233
27	2	2.13965
27	3	2.31426
27	4	4.04102
28	0	6.70632
28	1	4.6233
28	2	2.13594
28	3	2.31426
28	4	4.04102
29	0	6.70632
29	1	4.6233
29	2	2.14752
29	3	2.31426
29	4	4.04102
30	0	6.70632
30	1	4.59016
30	2	2.14752
30	3	2.31426
30	4	4.04102
31	0	6.71508
31	1	4.59016
31	2	2.14752
31	3	2.31426
31	4	4.04102
32	0	6.71508
32	1	4.59016
32	2	2.14471
32	3	2.31426
32	4	4.04102
33	0	6.71508
33	1	4.59016
33	2	2.14471
33	3	2.32439
33	4	4.04102
34	0	6.71508
34	1	4.59016
34	2	2.14471
34	3	2.3193
34	4	4.04102
35	0	6.71508
35	1	4.59016
35	2	2.14471
35	3	2.3193
35	4	4.05531
36	0	6.94837
36	1	4.59016
36	2	2.14471
36	3	2.3193
36	4	4.05531
37	0	6.94837
